,ROOM TYPE>,ADMIT,AIRLOCK,ALCOVE,ANIMAL,ANTE.RM,ARCHIVE,ARMORY,AUDI,AUDI.S,AV.RM,BALANCE,BAR,BED.RM,BOOK.ST,CAGE.ST,CAGE.WA,CALLCTR,CASHIER,CHAPEL,CLASS,CLASS.S,CLEAN,CLINIC,COLD.RM,COMMON,COMPLAB,COMPTR,CONDO,CONF,CONSULT,CONTROL,COPY.RM,COURT,DANCE,DARK.RM,DECK,DET.RM,DINE.S,DINING,DRAFT,DRESS,DUBBING,EDTG.RM,ELV.LOB,EM.RM,EMP.SP,EQUIP,EXAM,EXHIBIT,FIELD,FILE.RM,FOYER,FREEZER,GAME,GARAGE,GIFT,GRN.RM,GYM,INCNTR,INFO,INST.RM,INTVIEW,JC,KIOSK,KIT.S,KITCHEN,LAB,LAB.OFF,LAB.S,LAUNDRY,LIB.S,LIBRARY,LIV.RM,LOAD.DK,LOBBY,LOCKER,LOUNGE,MAIL.RM,MORGUE,MUSEUM,OBSERV,OFFICE,OM*BOIL,OM*CHIL,OM*COM,OM*CORR,OM*ELEC,OM*ELEV,OM*EQ,OM*FAN,OM*FURN,OM*JC,OM*LOB,OM*MACH,OM*MECH,OM*RR,OM*STAI,OM*STO,OM*TELE,OM*VEST,ON.CALL,OR,PANTRY,PATIENT,PHARM,POOL,PORCH,PRACT,PREP.RM,PRIV.RM,PRNT.RM,PROC.RM,PROJECT,QUAR.RM,READ,REC.RM,RECEIVE,RECEP,RECORDS,RECOVER,RESI,RETAIL,RR,SAUNA,SCREEN,SCRUB,SEATS,SEMI,SHOP,SHOWER,SNACK,SOUND,STACK,STAGE,STATION,STERILE,STO,STOCK,STUDIO,STUDY,SUITE,SUPPLY,SURGERY,TAPING,TELE,TEST.RM,THEATER,THERAPY,TICKET,TOOL.RM,TRAIN,TRASH,TRASH.R,TREAT,TUTOR,UTILITY,VAULT,VENDING,VEST,VIDEO,VIVARIA,WAIT.RM,WARM.RM,WEIGHT,WORK.RM,XRAY,Grand Total
265,RHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921.0,,2921.0
266,RHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.0
267,RHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5847.0,,,,0.0,,0.0,,,,18.0,0.0,,484.0,220.0,0.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6691.0
268,RIM,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,40755.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,40755.0
269,RRB,,,,,,,,,,,,,,,,,,,,864.0,,,,,,,,,209.0,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,,228.0,10820.0,,,,,,,,,,,,,,,3983.0,,,,1756.0,59.0,74.0,,,,49.0,,,43.0,309.0,903.0,35.0,71.0,,,,,,,,,,,,,,,,,,,215.0,,,,,,,,,,,137.0,,,,,,,,973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,,21389.0
270,RRI,,,,,,,,,,,,,,,,1800.0,,,,595.0,,,,1025.0,,,282.0,,1808.0,,,,,,96.0,,,,,,,,,,,,5763.0,,,,128.0,,,,,,,,,,,,,,,61.0,24514.0,,691.0,,,,,,3790.0,145.0,1900.0,200.0,,,1475.0,14097.0,809.0,,,,2755.0,,1978.0,,,236.0,,,6094.0,2171.0,,,1967.0,,,,,,,,,,135.0,,,4253.0,,270.0,,,2601.0,,,,,,145.0,,,,,1617.0,,,,,,,,,1185.0,,,607.0,,76.0,273.0,,,,,,,,,,,,,,,,3043.0,,4101.0,,228.0,,5029.0,,97943.0
271,RSC,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0
272,RTA,,,,,,,,,,,,,12782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3526.0,,,,150.0,,,13964.0,,81.0,,525.0,,,,,,,,,,63.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240.0,,,,,,,,,,,,,,1004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35354.0
273,RTH,,145.0,,,,,,,,,,,,,,,,,,,,,,104.0,,,511.0,,3846.0,,364.0,,,,,,,,1969.0,,,,,,,,64.0,,395.0,,,,,,,,,,,,,280.0,,,,437.0,35213.0,,601.0,,,,,,4376.0,,882.0,,,116.0,,9092.0,,,,10995.0,2038.0,735.0,,,,318.0,,,2340.0,2864.0,4319.0,11.0,735.0,197.0,,,480.0,,,,,,,,,,,,,,,1526.0,,,,,,,,,,,,,,,,,,,1416.0,,,683.0,,,,,,,,,,,,,,,,,,,,,,68.0,,,216.0,,87336.0
274,RZC,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,588.0,,1272.0,,1663.0,,,,,,,,,,149.0,,330.0,,,,820.0,,,,,,,,,,,,,,,,,,,337.0,1554.0,,,,,,,,,,154.0,,,,,1973.0,,,,,535.0,,,,,29.0,,,2824.0,761.0,,,60.0,,,,105.0,,,,,,,,,,199.0,,,,,0.0,,,,,,,825.0,,,,,,,92.0,,,,,2140.0,,9288.0,,,,,,,,1905.0,,,,,,,,,,,,295.0,576.0,,117.0,,,219.0,,29598.0
275,SAC,,,,,,,,,,,,,,,,,,,,3356.0,,,,,,,,,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,3230.0,,,,,63.0,,,,,38.0,,,,281.0,,22.0,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,,,,595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,,8653.0
276,SAI,,,,,,,,,,,,,3360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.0,,,,64.0,,,3669.0,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.0,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,608.0,,,,,,,,10210.0
277,SAL,,,,,,,,2310.0,,,,,,,,,,,,3177.0,82.0,,,,,532.0,0.0,,736.0,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,4381.0,,,,,,,,,,715.0,,,,,7619.0,,401.0,,,497.0,,83.0,1826.0,,114.0,,,,1356.0,,,160.0,78.0,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391.0,,27139.0
278,SAO,,,,,,,,,,,,,,,,,,,,,,,6858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6858.0
279,SBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.0,,,,,,,,,,,,,,,,,,,,,,433.0,,,,,,,,,,,,,,,,,,,,,,,,,650.0,515.0,,,,,6410.0,,,,584.0,224.0,,,,,75.0,,,,705.0,,,133.0,,,,51.0,,,,,,,,,,,,,,,536.0,,,,,,,,,,,,,,,,,,,2920.0,,,,,56.0,,,,,,,,,843.0,,,,,,,,,,,,,,88.0,,14912.0
280,SCA,,,,,,,,,,,,,,,,,,,,9782.0,,,,,,1137.0,1822.0,,3157.0,,332.0,,,,,,,,686.0,,,,4241.0,,,,587.0,,3090.0,,292.0,61.0,,,,,123.0,,,,,,,,,613.0,197.0,,,,,150.0,,,7498.0,358.0,1420.0,74.0,,,,22250.0,,,,,1782.0,,181.0,,,321.0,,,4601.0,4258.0,0.0,,173.0,44.0,,,376.0,,,,,,,,,,4388.0,,,,,1004.0,,,,,69.0,,5561.0,,,418.0,381.0,,,2193.0,,,109.0,,793.0,261.0,,,,,,,,,,,,,,,,,,17.0,,,435.0,,,863.0,,,578.0,,86676.0
281,SCB,,,,,,,,,,,,,,,,,,,,4160.0,,,,,,,95.0,,487.0,,,,,,,,,,,,,888.0,,,,,64.0,,,,1771.0,,,,,,,,,,,,,,,,717.0,,,,,232.0,,,4785.0,,521.0,,,,,2954.0,,,161.0,231.0,1168.0,274.0,272.0,,,164.0,,,1945.0,1287.0,1743.0,112.0,,257.0,,,163.0,,,,,,,99.0,,,333.0,,,,,,,,,,,,1409.0,,,,,,,595.0,,,,,655.0,,5695.0,,,,,,,,,,,,,,,,,,,,97.0,,,260.0,,,509.0,,34103.0
282,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.0,,,,,,,,,,,,183.0,,,,31.0,60.0,,,2548.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,,,,,6408.0,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,11314.0
283,SCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,156.0,,,,,315.0,,,,,,,,,,,,,,,,,,,,,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,1914.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3463.0
284,SCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,154.0,,,,38.0,18.0,,,1169.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,,,,,,,,7232.0
285,SCI,,,,,,,,,,153.0,,,,,,,,,,1884.0,,,,,,13989.0,670.0,,964.0,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,3655.0,,,,,153.0,,,9288.0,,159.0,,,,198.0,4477.0,,,,133.0,960.0,316.0,361.0,,,135.0,,,5189.0,2105.0,2695.0,,,52.0,,,144.0,,,,,,,109.0,,,375.0,,,,,381.0,,,,,,,3594.0,,,569.0,,,,,,,,,485.0,,261.0,,,,,,,236.0,,,,,,,,,,,,,185.0,,,1520.0,,,517.0,,56016.0
286,SCO,,,,,,,,,,,,,,,,,,,,5791.0,,,,,,1292.0,236.0,,4665.0,,740.0,339.0,,,,,,,,,,,192.0,,,,,,,,982.0,,,,,,,,,,,,,,,1620.0,2765.0,,,,,176.0,,,,,1506.0,180.0,,,,21421.0,,,,4535.0,,533.0,,,,,1177.0,,,,332.0,,113.0,,,,,,,,,,,55.0,,,,,,,,1047.0,,,,,64.0,,,,,,,,,,,,3835.0,,1407.0,,377.0,,,0.0,,,391.0,,,,,,7500.0,,,,,,,,313.0,,,7316.0,,,723.0,,71623.0
287,SCP,,,,,,,,,,,,,,1017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.0
288,SCS,,,,,,,,,,,,,,,,,,,,1229.0,,,,,,1130.0,90.0,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.0,,,,,,,,,,,,210.0,,,,,28.0,,,2874.0,374.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,,,,,,,,647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7748.0
289,SCT,,,,,,,,,,,,,,,,,,,,1663.0,,,,,,,,,5806.0,,79.0,,,,,,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,352.0,0.0,,,,,,,,19528.0,,5288.0,0.0,,,,49263.0,,,,5196.0,207.0,2081.0,0.0,,,,444.0,,,,1200.0,,133.0,,,,,,,,,,,140.0,,,,,,,,92624.0,,,,,,,,,,,,,,,,,,,1309.0,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,379.0,,,305.0,,186349.0
290,SCX,,,,,,,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,,,,,,,356.0,,,,,,2299.0,,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,709.0,260.0,,,,,,742.0,,,,,125.0,,,,,55.0,,,122.0,634.0,,1103.0,,218.0,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,718.0,,,,,,,,162.0,1761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,362.0,,10514.0
291,SGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.0,,,,,,,666.0,,,,,,,,,,,,,,,,,,,52.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,2303.0,,695.0,,,,,,,,,,,,,,212.0,,316.0,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,5755.0
292,SGM,,,,,,,,8989.0,144.0,67.0,232.0,,,,,,,,,1723.0,,,,,,2194.0,222.0,,2133.0,562.0,174.0,331.0,,,,,,,,,,,,,,,254.0,,,,552.0,,,,,,,,,,1253.0,187.0,,,,1015.0,27246.0,457.0,241.0,,,,,,,,,90.0,,,120.0,18003.0,108.0,,,6868.0,1220.0,639.0,698.0,,,423.0,5356.0,,2950.0,2187.0,2208.0,,355.0,546.0,,,,,,,,,1190.0,,,119.0,,,,,288.0,1049.0,,,,,54.0,,,,,1124.0,1047.0,,,,,,,,1606.0,1160.0,,243.0,,,,,,2853.0,,,,,,,,,,,,212.0,907.0,,,981.0,,,3377.0,,105957.0
293,SHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.0
294,SHN,,,,,,,,,,,,,,,,,,,,,,,,,,,2456.0,,830.0,,107.0,,,,,,,,,,,,,,,4569.0,57.0,,,,,274.0,,,,,,,,,,,,,,177.0,829.0,,,,,,,,872.0,,359.0,84.0,,,,6835.0,349.0,1226.0,,,2912.0,,,,,144.0,,,1987.0,931.0,,,260.0,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,223.0,,,,,,,,,,671.0,,,,,,,,,,,,,,,,,,814.0,,27030.0
295,SHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0,,,,,,,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,1567.0
296,SHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,1851.0,,,,,,,,,,,,,,114.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,123.0,,767.0,,,,,,,,,,,,,,,,,,,,135.0,,,,,,1371.0,,5606.0
297,SHS,,,,,,,,,,,,,,,,,,,,1017.0,,,,235.0,,,,,502.0,,,,,,77.0,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,127.0,9259.0,,,,,,,,,,,,,,,7382.0,,,,2218.0,1542.0,,,,,,,,277.0,,650.0,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,245.0,,24018.0
298,SIE,,,,,,,,,,,,,11550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115.0,,,,468.0,,,7647.0,,523.0,,,,,,,423.0,,,,,121.0,,62.0,,,177.0,,,,,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,2739.0,,,,,,,,,,,,,,3315.0,,,1020.0,,,,,,,,,,,,,,,,,,,1262.0,,,,,,,,31768.0
299,SKS,,,,,,,,,,43.0,,,,,,,,,,3378.0,,,,,,,30.0,,4058.0,,,,,,,,,108.0,8392.0,,,,,,,,,,,,,451.0,0.0,,,,,,,,,294.0,,161.0,610.0,925.0,,,,,,,,,1683.0,,4278.0,179.0,,,,9370.0,,,,,625.0,,,,,,,,2842.0,1679.0,,,457.0,,,,,,,,,,,,,,,,,,,748.0,,,,,53.0,,,,,2142.0,273.0,,,,,620.0,,,920.0,,498.0,,,,,,,,,,,,,,,,,,,,447.0,,,1161.0,,,412.0,,46837.0
300,SLH,,,,,,,,3048.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.0,,,,,,,,,,,,,,,,,,,245.0,,0.0,,,,20.0,901.0,,1176.0,252.0,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6718.0
301,SMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.0
302,SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99820.0
303,SMT,,,,,,,,,,,,,,,,,,,,,,,7548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7548.0
304,SNA,,,,,,,,,,,,,3331.0,,,,,,,,,,,,,,,,,,,,,,,,,,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2041.0,,,,96.0,,,6464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.0,,,,,,,,,,,,,,1233.0,,,,,,,,,,,,,,,,,,,,,,950.0,,,,,,,,17714.0
305,SOS,,,,,,,,,,,,,,,,,,,,5716.0,,,,,,247.0,,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,,,,,,,,,,,256.0,,,,,6806.0,,,,5125.0,,,,,,156.0,,,839.0,1072.0,737.0,220.0,226.0,26.0,,,,,,,,,,,,,,,,,,884.0,,,,,,,,,,3979.0,,,,,,,,,354.0,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,120.0,,27458.0
306,SPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,426.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,3212.0
307,SRH,,,,,,,,,,,,,,2396.0,,,,338.0,,,,,,,,,,,1702.0,,141.0,,,,,,,1391.0,5034.0,,,,,,,,,2562.0,,,,,289.0,,,,,,,,,,,,280.0,1282.0,,,,90.0,,,,,1485.0,,893.0,,,,142.0,4802.0,2326.0,,,2145.0,896.0,182.0,1701.0,,,274.0,272.0,,1163.0,782.0,1295.0,367.0,230.0,,,,548.0,246.0,,,,,,,,,,,,,,1586.0,,,,,1441.0,,,,,,,,,,,,,,2899.0,,,337.0,,,,,,,,,,,,,,,,,67.0,,31.0,,,,,,898.0,,42513.0
308,SSA,,,,,,,,,,,,,2217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,55.0,,,1757.0,,,,,,,,,,,,,169.0,,,,,,,107.0,,0.0,,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,,,,,,,27.0,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,421.0,,,,,,,,5752.0
309,SSB,,,,,,,,,,,,,,,,,,,,5105.0,,,,,,,73.0,,4379.0,435.0,,403.0,,,,,,,,,,,,,,,,,,,3139.0,,82.0,,,,,7101.0,,,,83.0,,,258.0,1307.0,1062.0,,,89.0,,,,,2150.0,634.0,5163.0,854.0,,,,41101.0,,,,4261.0,1118.0,246.0,,,,57.0,,,,2499.0,1301.0,351.0,667.0,195.0,,,485.0,,,,,,,99.0,,376.0,,,56.0,,,1083.0,,,,,57.0,,,,,,3367.0,322.0,,,,,,,410.0,,284.0,2440.0,,,,,551.0,483.0,,,,,,,,,,,,,,,,369.0,,,2983.0,400.0,97878.0
310,SSC,,,,,,,,,,,,,,,,,,,,,,146.0,,,,654.0,432.0,,799.0,,,,,,,,,,,,,,,,,,746.0,,,,38.0,,,,,,,,,,,,,,,194.0,24720.0,,,,,,,,,,436.0,,,,,12263.0,,,,8448.0,35.0,829.0,1120.0,,,279.0,922.0,,3168.0,1021.0,4369.0,,109.0,242.0,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,,,,,,,,313.0,,,,,,,,,,,,,,,,,,,,,,439.0,,,207.0,,,2620.0,,64980.0
311,SSH,,,,,,,,,,,,,,,,,,,,839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,,,,,,90.0,,,,,,,496.0,,,,,,,,,,65.0,,,,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,2434.0
312,SSL,,,,,,,,,,,,,,,,,,,,1232.0,,,,54.0,,,,,507.0,,207.0,144.0,,,,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,,,,1930.0,,,,,4643.0,,,1721.0,,,,,,,1864.0,,,,,164.0,,2371.0,,,,,,,684.0,160.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,842.0,6541.0,,,,,,,,98.0,,,4770.0,,,,,,2238.0,,,,,,181.0,,,,,,,198.0,,,,,,3080.0,,34103.0
313,SST,,,,,,,,,,223.0,,,,,,,,,,,,,,,112.0,,50.0,,5614.0,,,533.0,,,,,,,,,,,,,,,,,,,1252.0,,,,,,,,,,,,,,,2304.0,,,,,,,,,1931.0,,,,,,,47255.0,,,361.0,,,,48.0,,,27.0,168.0,,2230.0,1572.0,,172.0,,174.0,,,,,,,,,,107.0,,,,,,,,491.0,,,,,,,,,,,,,,,,,239.0,,31249.0,,,,,18.0,,,,230.0,,,,,3507.0,,,,,,,,,,,,,,1562.0,,101429.0
314,STO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,541.0,,,,,641.0,,,,,12436.0,,,,4459.0,243.0,,121.0,,,201.0,,,1189.0,693.0,879.0,103.0,43.0,,,,,,,,,,,,,,,,,,,856.0,,,,,,,,,,,,,,,,,,,2222.0,,,,,,,,,,,,,,,,,,,,,,,,,327.0,,,251.0,,26550.0
315,STU,,,,,,,,,,,,,,,,,,313.0,,,,,,,,1270.0,,,3582.0,,,206.0,,,,,,,,,,,,,,,167.0,,,,101.0,,,,,,,,,,,1163.0,,,,406.0,,,,,,,,,190.0,,1807.0,,,,,17815.0,,,,5100.0,15.0,253.0,,,,281.0,1423.0,,2167.0,1358.0,2468.0,46.0,165.0,184.0,,,322.0,,1503.0,,,,,,,,,,1877.0,,,4567.0,,,,,64.0,,,,,,,,,,,,,,2222.0,,,708.0,,,,,,,,,,,290.0,,,,,,7.0,,175.0,,,,,,5376.0,,57591.0
316,SWC,,,,,,,,,,,,,,,,,,,,832.0,,,,,,547.0,,,305.0,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,144.0,,,,,,,,,1302.0,,870.0,,,,,4823.0,,,,1232.0,184.0,81.0,25.0,,,66.0,,,3141.0,682.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0,,16138.0
317,TAP,,,,,,,,,,,,,5132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3630.0,,,,98.0,,,5825.0,,,,,,,,,,116.0,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,1360.0,,1635.0,,,,,,,,,,,,,,956.0,,,,,,,,,,,,,,,,,,,,,,1100.0,,,,,,,,19919.0
318,TCC,,,,,,,,8974.0,,,,,,,,,,,,,,,,1424.0,,,,,9321.0,,,,,,,,,5830.0,9688.0,,,,,,,,143.0,,,,,,64.0,,,,170.0,,,,,,0.0,,843.0,10768.0,,,,,,,,,,,3998.0,,,,,10178.0,,,,8492.0,968.0,496.0,4320.0,,,297.0,,,2958.0,3811.0,1942.0,28.0,886.0,81.0,,,,,,,,,,66.0,,,,,,,,165.0,,,,,62.0,,,,,1557.0,,,,,,1357.0,,,7164.0,,,,,,,,,,,,,,485.0,,,,,,,,62.0,,,258.0,,,6030.0,,102886.0
319,TCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35599.0
